n,seed,c_setting,c,solvable,cost,odd,oddagents,time
stable,28,547,c0,1,0,123.0000,1,3,0.0781
stable,28,547,c1,7,1,1504.0000,0,0,186.9062
stable,28,547,c2,14,1,4106.0000,0,0,13.0312
stable,28,547,c3,21,1,7278.0000,0,0,0.3750
stable,28,547,c4,27,1,10584.0000,0,0,0.0312
stable,28,548,c0,1,1,145.0000,0,0,0.1094
stable,28,548,c1,7,1,1595.0000,0,0,75.3906
stable,28,548,c2,14,1,4102.0000,0,0,335.0312
stable,28,548,c3,21,0,7377.0000,1,3,0.5156
stable,28,548,c4,27,1,10584.0000,0,0,0.0469
stable,28,549,c0,1,1,166.0000,0,0,0.0938
stable,28,549,c1,7,1,1541.0000,0,0,117.7500
stable,28,549,c2,14,0,4056.0000,1,3,385.5156
stable,28,549,c3,21,1,7260.0000,0,0,0.2812
stable,28,549,c4,27,1,10584.0000,0,0,0.0469
stable,28,550,c0,1,1,135.0000,0,0,0.0781
stable,28,550,c1,7,0,1527.5000,2,10,563.8281
stable,28,550,c2,14,1,4118.0000,0,0,184.0781
stable,28,550,c3,21,1,7390.0000,0,0,0.4688
stable,28,550,c4,27,1,10584.0000,0,0,0.0312
stable,28,551,c0,1,1,152.0000,0,0,0.0781
stable,28,551,c1,7,1,1536.0000,0,0,16.3906
stable,28,551,c2,14,1,4166.0000,0,0,234.9219
stable,28,551,c3,21,0,7336.0000,1,3,7.0156
stable,28,551,c4,27,1,10584.0000,0,0,0.0469
stable,28,552,c0,1,1,139.0000,0,0,0.0938
stable,28,552,c1,7,1,1530.0000,0,0,388.1719
stable,28,552,c2,14,1,4069.0000,0,0,210.4531
stable,28,552,c3,21,1,7282.0000,0,0,0.2500
stable,28,552,c4,27,1,10584.0000,0,0,0.0469
stable,28,553,c0,1,0,142.5000,2,8,0.0938
stable,28,553,c1,7,1,1608.0000,0,0,68.0000
stable,28,553,c2,14,1,3983.0000,0,0,11.0000
stable,28,553,c3,21,1,7298.0000,0,0,0.2031
stable,28,553,c4,27,1,10584.0000,0,0,0.0469
stable,28,554,c0,1,1,145.0000,0,0,0.0625
stable,28,554,c1,7,0,1493.0000,1,3,372.2188
stable,28,554,c2,14,1,4025.0000,0,0,237.4062
stable,28,554,c3,21,0,7319.5000,1,3,42.8750
stable,28,554,c4,27,1,10584.0000,0,0,0.0312
stable,28,555,c0,1,1,153.0000,0,0,0.1094
stable,28,555,c1,7,1,1630.0000,0,0,323.8906
stable,28,555,c2,14,0,4132.0000,1,3,170.4844
stable,28,555,c3,21,0,7292.5000,1,3,10.4844
stable,28,555,c4,27,1,10584.0000,0,0,0.0312
stable,28,556,c0,1,1,140.0000,0,0,0.0781
stable,28,556,c1,7,1,1544.0000,0,0,1.2344
stable,28,556,c2,14,1,4027.0000,0,0,210.1250
stable,28,556,c3,21,0,7282.5000,1,5,11.5781
stable,28,556,c4,27,1,10584.0000,0,0,0.0469
stable,28,557,c0,1,1,148.0000,0,0,0.0938
stable,28,557,c1,7,0,1621.5000,2,6,517.9531
stable,28,557,c2,14,0,4203.0000,2,6,320.7344
stable,28,557,c3,21,1,7357.0000,0,0,1.5781
stable,28,557,c4,27,1,10584.0000,0,0,0.0312
stable,28,558,c0,1,1,126.0000,0,0,0.0781
stable,28,558,c1,7,1,1480.0000,0,0,552.4688
stable,28,558,c2,14,1,3925.0000,0,0,205.3906
stable,28,558,c3,21,1,7150.0000,0,0,0.2969
stable,28,558,c4,27,1,10584.0000,0,0,0.0469
stable,28,559,c0,1,1,134.0000,0,0,0.0781
stable,28,559,c1,7,1,1513.0000,0,0,2.5469
stable,28,559,c2,14,1,4013.0000,0,0,14.2500
stable,28,559,c3,21,1,7374.0000,0,0,0.4062
stable,28,559,c4,27,1,10584.0000,0,0,0.0469
stable,28,560,c0,1,0,147.0000,2,6,0.0781
stable,28,560,c1,7,1,1486.0000,0,0,3.5781
stable,28,560,c2,14,1,4044.0000,0,0,18.6250
stable,28,560,c3,21,1,7359.0000,0,0,0.8438
stable,28,560,c4,27,1,10584.0000,0,0,0.0312
stable,28,561,c0,1,0,165.5000,2,12,0.1094
stable,28,561,c1,7,1,1626.0000,0,0,69.9219
stable,28,561,c2,14,1,4107.0000,0,0,286.7969
stable,28,561,c3,21,1,7379.0000,0,0,0.2812
stable,28,561,c4,27,1,10584.0000,0,0,0.0469
stable,28,562,c0,1,1,164.5000,0,0,0.0781
stable,28,562,c1,7,1,1516.0000,0,0,114.2969
stable,28,562,c2,14,1,3980.0000,0,0,2.7031
stable,28,562,c3,21,1,7271.0000,0,0,0.3125
stable,28,562,c4,27,1,10584.0000,0,0,0.0469
stable,28,563,c0,1,1,124.5000,0,0,0.0781
stable,28,563,c1,7,1,1511.0000,0,0,12.5156
stable,28,563,c2,14,1,4020.0000,0,0,312.9375
stable,28,563,c3,21,1,7295.0000,0,0,0.2188
stable,28,563,c4,27,1,10584.0000,0,0,0.0469
stable,28,564,c0,1,1,148.0000,0,0,0.0781
stable,28,564,c1,7,1,1454.0000,0,0,0.3125
stable,28,564,c2,14,0,3973.5000,1,3,238.2969
stable,28,564,c3,21,1,7299.0000,0,0,0.3125
stable,28,564,c4,27,1,10584.0000,0,0,0.0469
stable,28,565,c0,1,1,115.0000,0,0,0.0781
stable,28,565,c1,7,1,1541.0000,0,0,124.6719
stable,28,565,c2,14,0,4074.0000,2,6,133.7031
stable,28,565,c3,21,0,7271.0000,1,3,8.8750
stable,28,565,c4,27,1,10584.0000,0,0,0.0469
stable,28,566,c0,1,0,137.0000,2,6,0.0781
stable,28,566,c1,7,1,1465.0000,0,0,0.8750
stable,28,566,c2,14,1,4053.0000,0,0,209.6250
stable,28,566,c3,21,0,7178.5000,1,11,42.9688
stable,28,566,c4,27,1,10584.0000,0,0,0.0469
stable,28,567,c0,1,1,160.5000,0,0,0.0938
stable,28,567,c1,7,1,1549.0000,0,0,649.1406
stable,28,567,c2,14,0,4019.5000,1,3,267.0000
stable,28,567,c3,21,1,7318.0000,0,0,0.2188
stable,28,567,c4,27,1,10584.0000,0,0,0.0312
stable,28,568,c0,1,0,152.0000,2,12,0.0781
stable,28,568,c1,7,1,1479.0000,0,0,176.5625
stable,28,568,c2,14,1,4075.0000,0,0,117.4219
stable,28,568,c3,21,1,7280.0000,0,0,0.2188
stable,28,568,c4,27,1,10584.0000,0,0,0.0469
stable,28,569,c0,1,1,156.0000,0,0,0.0938
stable,28,569,c1,7,1,1631.0000,0,0,263.8125
stable,28,569,c2,14,1,4132.0000,0,0,322.8906
stable,28,569,c3,21,0,7314.5000,2,6,4.4844
stable,28,569,c4,27,1,10584.0000,0,0,0.0625
stable,28,570,c0,1,0,154.5000,2,8,0.1094
stable,28,570,c1,7,1,1502.0000,0,0,42.0312
stable,28,570,c2,14,0,4059.0000,2,8,346.2812
stable,28,570,c3,21,0,7336.5000,1,5,0.3594
stable,28,570,c4,27,1,10584.0000,0,0,0.0312
stable,28,571,c0,1,0,140.5000,2,6,0.0938
stable,28,571,c1,7,0,1538.5000,2,10,327.5000
stable,28,571,c2,14,0,4133.5000,2,6,353.3438
stable,28,571,c3,21,0,7349.0000,1,3,9.7031
stable,28,571,c4,27,1,10584.0000,0,0,0.0469
stable,28,572,c0,1,1,133.5000,0,0,0.0625
stable,28,572,c1,7,1,1471.0000,0,0,2.8438
stable,28,572,c2,14,1,4115.0000,0,0,319.9844
stable,28,572,c3,21,0,7344.0000,1,5,6.4531
stable,28,572,c4,27,1,10584.0000,0,0,0.0469
stable,28,573,c0,1,1,166.0000,0,0,0.0781
stable,28,573,c1,7,1,1658.0000,0,0,1.1094
stable,28,573,c2,14,0,4154.0000,1,3,234.4531
stable,28,573,c3,21,0,7358.0000,1,3,19.1406
stable,28,573,c4,27,1,10584.0000,0,0,0.0469
stable,28,574,c0,1,1,135.0000,0,0,0.0938
stable,28,574,c1,7,1,1519.0000,0,0,144.1250
stable,28,574,c2,14,1,4042.0000,0,0,308.3750
stable,28,574,c3,21,1,7290.0000,0,0,4.0312
stable,28,574,c4,27,1,10584.0000,0,0,0.0469
stable,28,575,c0,1,1,136.0000,0,0,0.1094
stable,28,575,c1,7,1,1585.0000,0,0,323.3438
stable,28,575,c2,14,1,4099.0000,0,0,167.1250
stable,28,575,c3,21,1,7279.0002,0,0,45.9219
stable,28,575,c4,27,1,10584.0000,0,0,0.0469
stable,28,576,c0,1,0,131.0000,2,6,0.0781
stable,28,576,c1,7,0,1449.0000,1,3,289.6875
stable,28,576,c2,14,1,4059.0000,0,0,248.0781
stable,28,576,c3,21,0,7344.0000,1,3,4.2344
stable,28,576,c4,27,1,10584.0000,0,0,0.0312
stable,28,577,c0,1,1,123.0000,0,0,0.0781
stable,28,577,c1,7,1,1478.0000,0,0,280.6719
stable,28,577,c2,14,1,3981.0000,0,0,42.3750
stable,28,577,c3,21,0,7271.0000,2,8,11.8125
stable,28,577,c4,27,1,10584.0000,0,0,0.0312
stable,28,578,c0,1,0,155.0000,2,8,0.0938
stable,28,578,c1,7,1,1538.0000,0,0,6.1719
stable,28,578,c2,14,0,4044.5000,2,6,423.4844
stable,28,578,c3,21,1,7315.0000,0,0,0.3125
stable,28,578,c4,27,1,10584.0000,0,0,0.0469
stable,28,579,c0,1,1,148.0000,0,0,0.0781
stable,28,579,c1,7,1,1587.0000,0,0,393.9062
stable,28,579,c2,14,1,4045.0000,0,0,383.5000
stable,28,579,c3,21,1,7149.0000,0,0,11.9531
stable,28,579,c4,27,1,10584.0000,0,0,0.0312
stable,28,580,c0,1,1,111.0000,0,0,0.0781
stable,28,580,c1,7,1,1575.0000,0,0,16.2031
stable,28,580,c2,14,1,4235.0000,0,0,25.9375
stable,28,580,c3,21,1,7439.0000,0,0,0.2812
stable,28,580,c4,27,1,10584.0000,0,0,0.0469
stable,28,581,c0,1,1,138.0000,0,0,0.1094
stable,28,581,c1,7,1,1439.0000,0,0,199.8594
stable,28,581,c2,14,0,4005.0000,1,5,1.1406
stable,28,581,c3,21,1,7190.0000,0,0,0.1562
stable,28,581,c4,27,1,10584.0000,0,0,0.0469
stable,28,582,c0,1,0,116.0000,1,3,0.0781
stable,28,582,c1,7,1,1520.0000,0,0,66.7500
stable,28,582,c2,14,1,4215.0000,0,0,397.2344
stable,28,582,c3,21,1,7457.0000,0,0,0.5625
stable,28,582,c4,27,1,10584.0000,0,0,0.0312
stable,28,583,c0,1,1,140.0000,0,0,0.0781
stable,28,583,c1,7,1,1426.0000,0,0,243.7969
stable,28,583,c2,14,0,4023.5000,2,8,498.4688
stable,28,583,c3,21,1,7230.0000,0,0,0.1875
stable,28,583,c4,27,1,10584.0000,0,0,0.0312
stable,28,584,c0,1,1,144.0000,0,0,0.0938
stable,28,584,c1,7,1,1579.0000,0,0,500.4062
stable,28,584,c2,14,0,4125.0000,2,10,218.8906
stable,28,584,c3,21,1,7427.0000,0,0,103.3906
stable,28,584,c4,27,1,10584.0000,0,0,0.0312
stable,28,585,c0,1,1,147.0000,0,0,0.0625
stable,28,585,c1,7,1,1540.0000,0,0,20.0312
stable,28,585,c2,14,1,4064.0000,0,0,45.7500
stable,28,585,c3,21,1,7353.0000,0,0,0.2812
stable,28,585,c4,27,1,10584.0000,0,0,0.0469
stable,28,586,c0,1,0,154.0000,2,12,0.0781
stable,28,586,c1,7,1,1561.0000,0,0,58.9375
stable,28,586,c2,14,1,4139.0000,0,0,19.9219
stable,28,586,c3,21,1,7354.0000,0,0,0.2344
stable,28,586,c4,27,1,10584.0000,0,0,0.0469
stable,28,587,c0,1,1,168.0000,0,0,0.0938
stable,28,587,c1,7,1,1600.0000,0,0,63.7656
stable,28,587,c2,14,1,4144.0000,0,0,393.1250
stable,28,587,c3,21,0,7282.0000,1,3,16.8281
stable,28,587,c4,27,1,10584.0000,0,0,0.0469
stable,28,588,c0,1,1,157.0000,0,0,0.0938
stable,28,588,c1,7,1,1502.0000,0,0,2.5000
stable,28,588,c2,14,1,4045.0000,0,0,395.0781
stable,28,588,c3,21,0,7351.5000,2,6,28.2031
stable,28,588,c4,27,1,10584.0000,0,0,0.0312
stable,28,589,c0,1,1,176.0000,0,0,0.1094
stable,28,589,c1,7,1,1558.0000,0,0,65.6875
stable,28,589,c2,14,0,4128.0000,1,3,249.0938
stable,28,589,c3,21,1,7412.0000,0,0,0.2344
stable,28,589,c4,27,1,10584.0000,0,0,0.0312
stable,28,590,c0,1,1,127.0000,0,0,0.0781
stable,28,590,c1,7,1,1465.0000,0,0,564.5469
stable,28,590,c2,14,0,4149.0000,2,8,570.4375
stable,28,590,c3,21,0,7392.5000,2,6,108.3594
stable,28,590,c4,27,1,10584.0000,0,0,0.0469
stable,28,591,c0,1,1,125.0000,0,0,0.0781
stable,28,591,c1,7,1,1505.0000,0,0,200.2656
stable,28,591,c2,14,1,4037.0000,0,0,287.3281
stable,28,591,c3,21,0,7298.0000,1,3,95.5938
stable,28,591,c4,27,1,10584.0000,0,0,0.0312
stable,28,592,c0,1,1,121.0000,0,0,0.0781
stable,28,592,c1,7,0,1422.0000,1,3,535.8594
stable,28,592,c2,14,1,4108.0000,0,0,22.4688
stable,28,592,c3,21,1,7361.0000,0,0,0.3438
stable,28,592,c4,27,1,10584.0000,0,0,0.0312
stable,28,593,c0,1,1,152.0000,0,0,0.0781
stable,28,593,c1,7,1,1557.0000,0,0,429.1094
stable,28,593,c2,14,1,4014.0000,0,0,242.4219
stable,28,593,c3,21,1,7208.0000,0,0,0.0625
stable,28,593,c4,27,1,10584.0000,0,0,0.0469
stable,28,594,c0,1,1,121.0000,0,0,0.0938
stable,28,594,c1,7,1,1391.0000,0,0,1.2188
stable,28,594,c2,14,1,3844.0000,0,0,287.1094
stable,28,594,c3,21,1,7141.0000,0,0,0.3125
stable,28,594,c4,27,1,10584.0000,0,0,0.0469
stable,28,595,c0,1,0,149.5000,2,10,0.2031
stable,28,595,c1,7,1,1551.0000,0,0,276.0000
stable,28,595,c2,14,1,4144.0000,0,0,495.2344
stable,28,595,c3,21,1,7347.0000,0,0,0.3750
stable,28,595,c4,27,1,10584.0000,0,0,0.0469
stable,28,596,c0,1,1,184.0000,0,0,0.0781
stable,28,596,c1,7,1,1579.0000,0,0,283.9531
stable,28,596,c2,14,1,4038.0000,0,0,223.2031
stable,28,596,c3,21,1,7413.0000,0,0,11.8750
stable,28,596,c4,27,1,10584.0000,0,0,0.0312
stable,28,597,c0,1,1,193.0000,0,0,0.0781
stable,28,597,c1,7,0,1629.0000,2,8,196.7500
stable,28,597,c2,14,1,4213.0000,0,0,138.8750
stable,28,597,c3,21,1,7466.0000,0,0,4.5156
stable,28,597,c4,27,1,10584.0000,0,0,0.0469
stable,28,598,c0,1,1,160.0000,0,0,0.1094
stable,28,598,c1,7,1,1558.0000,0,0,633.4844
stable,28,598,c2,14,1,4194.0000,0,0,15.9375
stable,28,598,c3,21,1,7274.0000,0,0,0.2812
stable,28,598,c4,27,1,10584.0000,0,0,0.0312
stable,28,599,c0,1,1,143.5000,0,0,0.0781
stable,28,599,c1,7,1,1543.0000,0,0,549.8438
stable,28,599,c2,14,1,4075.0000,0,0,272.7656
stable,28,599,c3,21,1,7261.0000,0,0,6.1250
stable,28,599,c4,27,1,10584.0000,0,0,0.0312
stable,28,600,c0,1,1,151.0000,0,0,0.0781
stable,28,600,c1,7,1,1459.0000,0,0,245.9844
stable,28,600,c2,14,0,3988.0000,2,6,279.7969
stable,28,600,c3,21,0,7238.5000,1,3,0.9375
stable,28,600,c4,27,1,10584.0000,0,0,0.0469
stable,28,601,c0,1,1,133.0000,0,0,0.0938
stable,28,601,c1,7,1,1491.0000,0,0,4.1406
stable,28,601,c2,14,1,4005.0000,0,0,311.8750
stable,28,601,c3,21,1,7362.0000,0,0,0.2969
stable,28,601,c4,27,1,10584.0000,0,0,0.0469
stable,28,602,c0,1,0,161.5000,2,10,0.0781
stable,28,602,c1,7,1,1551.0000,0,0,54.2969
stable,28,602,c2,14,1,4080.0000,0,0,9.3125
stable,28,602,c3,21,1,7235.0000,0,0,18.6406
stable,28,602,c4,27,1,10584.0000,0,0,0.0469
stable,28,603,c0,1,1,137.5000,0,0,0.0781
stable,28,603,c1,7,1,1500.0000,0,0,129.2812
stable,28,603,c2,14,1,4124.0000,0,0,303.7031
stable,28,603,c3,21,1,7350.0000,0,0,68.5469
stable,28,603,c4,27,1,10584.0000,0,0,0.0312
stable,28,604,c0,1,1,145.0000,0,0,0.0781
stable,28,604,c1,7,1,1507.0000,0,0,19.1875
stable,28,604,c2,14,0,3962.5000,2,6,264.4688
stable,28,604,c3,21,1,7107.0000,0,0,0.5469
stable,28,604,c4,27,1,10584.0000,0,0,0.0312
stable,28,605,c0,1,0,145.5000,2,8,0.0938
stable,28,605,c1,7,1,1531.0000,0,0,749.1875
stable,28,605,c2,14,1,4061.0000,0,0,348.9375
stable,28,605,c3,21,1,7237.0000,0,0,10.7969
stable,28,605,c4,27,1,10584.0000,0,0,0.0469
stable,28,606,c0,1,1,148.0000,0,0,0.0938
stable,28,606,c1,7,1,1533.0000,0,0,518.3281
stable,28,606,c2,14,1,4007.0000,0,0,291.6094
stable,28,606,c3,21,1,7212.0000,0,0,38.5938
stable,28,606,c4,27,1,10584.0000,0,0,0.0312
stable,28,607,c0,1,1,128.0000,0,0,0.0625
stable,28,607,c1,7,1,1495.0000,0,0,117.3281
stable,28,607,c2,14,1,4039.0000,0,0,310.1406
stable,28,607,c3,21,0,7287.5000,1,3,0.1875
stable,28,607,c4,27,1,10584.0000,0,0,0.0469
stable,28,608,c0,1,0,146.0000,2,6,0.0625
stable,28,608,c1,7,1,1549.0000,0,0,21.3594
stable,28,608,c2,14,1,4124.0000,0,0,292.5469
stable,28,608,c3,21,0,7345.0000,1,3,0.2812
stable,28,608,c4,27,1,10584.0000,0,0,0.0469
stable,28,609,c0,1,1,150.0000,0,0,0.0781
stable,28,609,c1,7,1,1536.0000,0,0,14.0781
stable,28,609,c2,14,0,4132.5000,2,8,339.3750
stable,28,609,c3,21,0,7409.5000,1,7,17.9219
stable,28,609,c4,27,1,10584.0000,0,0,0.0469
stable,28,610,c0,1,0,156.5000,2,6,0.1094
stable,28,610,c1,7,1,1535.0000,0,0,1.1250
stable,28,610,c2,14,1,4097.0000,0,0,244.3125
stable,28,610,c3,21,1,7351.0000,0,0,0.1719
stable,28,610,c4,27,1,10584.0000,0,0,0.0469
stable,28,611,c0,1,1,124.0000,0,0,0.0781
stable,28,611,c1,7,1,1485.0000,0,0,548.1875
stable,28,611,c2,14,1,3974.0000,0,0,149.0156
stable,28,611,c3,21,1,7271.0000,0,0,0.2344
stable,28,611,c4,27,1,10584.0000,0,0,0.0312
stable,28,612,c0,1,1,148.0000,0,0,0.0781
stable,28,612,c1,7,0,1574.0000,2,10,222.5938
stable,28,612,c2,14,1,4076.0000,0,0,297.5938
stable,28,612,c3,21,0,7253.0000,3,15,67.3750
stable,28,612,c4,27,1,10584.0000,0,0,0.0469
stable,28,613,c0,1,1,150.0000,0,0,0.0938
stable,28,613,c1,7,1,1530.0000,0,0,28.7344
stable,28,613,c2,14,1,4179.0000,0,0,343.1406
stable,28,613,c3,21,1,7308.0000,0,0,0.2812
stable,28,613,c4,27,1,10584.0000,0,0,0.0469
stable,28,614,c0,1,1,144.0000,0,0,0.0938
stable,28,614,c1,7,1,1613.0000,0,0,239.7656
stable,28,614,c2,14,1,4140.0000,0,0,177.4219
stable,28,614,c3,21,1,7336.0000,0,0,0.3750
stable,28,614,c4,27,1,10584.0000,0,0,0.0469
stable,28,615,c0,1,0,108.5000,1,3,0.0781
stable,28,615,c1,7,1,1494.0000,0,0,300.0312
stable,28,615,c2,14,0,4045.5000,1,5,419.4688
stable,28,615,c3,21,0,7242.5000,1,3,4.1250
stable,28,615,c4,27,1,10584.0000,0,0,0.0469
stable,28,616,c0,1,1,144.5000,0,0,0.0781
stable,28,616,c1,7,1,1527.0000,0,0,82.9375
stable,28,616,c2,14,1,4000.0000,0,0,1.0156
stable,28,616,c3,21,1,7349.0000,0,0,0.1250
stable,28,616,c4,27,1,10584.0000,0,0,0.0469
stable,28,617,c0,1,1,144.0000,0,0,0.1250
stable,28,617,c1,7,0,1535.0000,2,10,406.5469
stable,28,617,c2,14,1,4013.0000,0,0,280.0781
stable,28,617,c3,21,1,7267.0000,0,0,0.6406
stable,28,617,c4,27,1,10584.0000,0,0,0.0625
stable,28,618,c0,1,0,160.0000,2,8,0.0938
stable,28,618,c1,7,1,1507.0000,0,0,719.1875
stable,28,618,c2,14,1,4021.0000,0,0,318.4375
stable,28,618,c3,21,1,7277.0000,0,0,0.2656
stable,28,618,c4,27,1,10584.0000,0,0,0.0312
stable,28,619,c0,1,1,133.0000,0,0,0.0625
stable,28,619,c1,7,0,1463.0000,2,10,909.1094
stable,28,619,c2,14,1,3950.0000,0,0,13.2656
stable,28,619,c3,21,1,7284.0000,0,0,0.2812
stable,28,619,c4,27,1,10584.0000,0,0,0.0469
stable,28,620,c0,1,1,158.0000,0,0,0.0938
stable,28,620,c1,7,1,1553.0000,0,0,66.8906
stable,28,620,c2,14,0,3964.5000,2,8,468.4844
stable,28,620,c3,21,1,7271.0000,0,0,2.9531
stable,28,620,c4,27,1,10584.0000,0,0,0.0312
stable,28,621,c0,1,1,162.0000,0,0,0.0938
stable,28,621,c1,7,0,1453.0000,2,10,462.0781
stable,28,621,c2,14,1,3965.0000,0,0,77.1094
stable,28,621,c3,21,1,7183.0000,0,0,0.1719
stable,28,621,c4,27,1,10584.0000,0,0,0.0469
stable,28,622,c0,1,0,107.5000,1,3,0.0781
stable,28,622,c1,7,1,1478.0000,0,0,774.2344
stable,28,622,c2,14,1,4063.0000,0,0,457.2500
stable,28,622,c3,21,0,7327.0000,1,5,0.1406
stable,28,622,c4,27,1,10584.0000,0,0,0.0469
stable,28,623,c0,1,1,148.0000,0,0,0.0938
stable,28,623,c1,7,1,1568.0000,0,0,149.2812
stable,28,623,c2,14,1,4144.0000,0,0,259.8125
stable,28,623,c3,21,1,7297.0000,0,0,41.7656
stable,28,623,c4,27,1,10584.0000,0,0,0.0312
stable,28,624,c0,1,1,151.0000,0,0,0.0938
stable,28,624,c1,7,1,1557.0000,0,0,21.9062
stable,28,624,c2,14,1,4077.0000,0,0,293.7344
stable,28,624,c3,21,0,7293.0000,2,6,38.6250
stable,28,624,c4,27,1,10584.0000,0,0,0.0469
stable,28,625,c0,1,1,144.0000,0,0,0.0938
stable,28,625,c1,7,1,1578.0000,0,0,72.4531
stable,28,625,c2,14,1,4155.0000,0,0,296.4688
stable,28,625,c3,21,1,7362.0000,0,0,27.8906
stable,28,625,c4,27,1,10584.0000,0,0,0.0312
stable,28,626,c0,1,0,162.5000,2,16,0.0938
stable,28,626,c1,7,1,1535.0000,0,0,449.5938
stable,28,626,c2,14,0,4007.0000,1,3,123.6094
stable,28,626,c3,21,0,7326.5000,1,3,29.8125
stable,28,626,c4,27,1,10584.0000,0,0,0.0469
stable,28,627,c0,1,0,144.5000,2,10,0.0781
stable,28,627,c1,7,1,1556.0000,0,0,235.2188
stable,28,627,c2,14,1,4157.0000,0,0,319.6562
stable,28,627,c3,21,1,7370.0000,0,0,0.2656
stable,28,627,c4,27,1,10584.0000,0,0,0.0469
stable,28,628,c0,1,0,142.0000,1,3,0.0781
stable,28,628,c1,7,1,1531.0000,0,0,116.8594
stable,28,628,c2,14,1,4140.0000,0,0,111.2969
stable,28,628,c3,21,1,7343.0000,0,0,0.1875
stable,28,628,c4,27,1,10584.0000,0,0,0.0469
stable,28,629,c0,1,1,173.0000,0,0,0.0938
stable,28,629,c1,7,1,1584.0000,0,0,179.0625
stable,28,629,c2,14,1,4101.0000,0,0,223.9844
stable,28,629,c3,21,1,7362.0000,0,0,87.8750
stable,28,629,c4,27,1,10584.0000,0,0,0.0312
stable,28,630,c0,1,1,166.0000,0,0,0.0938
stable,28,630,c1,7,1,1642.0000,0,0,18.2344
stable,28,630,c2,14,1,4244.0000,0,0,234.1094
stable,28,630,c3,21,1,7358.0000,0,0,0.2344
stable,28,630,c4,27,1,10584.0000,0,0,0.0469
stable,28,631,c0,1,1,128.0000,0,0,0.0781
stable,28,631,c1,7,1,1602.0000,0,0,287.7344
stable,28,631,c2,14,1,4004.0000,0,0,314.8594
stable,28,631,c3,21,0,7309.5000,2,8,59.2969
stable,28,631,c4,27,1,10584.0000,0,0,0.0469
stable,28,632,c0,1,1,144.0000,0,0,0.0781
stable,28,632,c1,7,1,1540.0000,0,0,11.5781
stable,28,632,c2,14,1,4023.0000,0,0,264.5781
stable,28,632,c3,21,0,7275.5000,1,3,0.4844
stable,28,632,c4,27,1,10584.0000,0,0,0.0469
stable,28,633,c0,1,0,147.0000,2,8,0.0781
stable,28,633,c1,7,1,1544.0000,0,0,16.9844
stable,28,633,c2,14,1,4010.0000,0,0,256.5781
stable,28,633,c3,21,1,7274.0000,0,0,0.2812
stable,28,633,c4,27,1,10584.0000,0,0,0.0469
stable,28,634,c0,1,1,151.0000,0,0,0.0781
stable,28,634,c1,7,0,1535.0000,2,6,389.4531
stable,28,634,c2,14,1,4006.0000,0,0,241.8125
stable,28,634,c3,21,1,7224.0000,0,0,16.5781
stable,28,634,c4,27,1,10584.0000,0,0,0.0312
stable,28,635,c0,1,0,160.5000,2,8,0.0938
stable,28,635,c1,7,1,1608.0000,0,0,75.2812
stable,28,635,c2,14,1,4149.0000,0,0,328.0312
stable,28,635,c3,21,1,7329.0000,0,0,0.1250
stable,28,635,c4,27,1,10584.0000,0,0,0.0312
stable,28,636,c0,1,1,166.0000,0,0,0.0938
stable,28,636,c1,7,1,1669.0000,0,0,429.4531
stable,28,636,c2,14,0,4194.0000,1,5,208.4844
stable,28,636,c3,21,0,7241.0000,1,3,0.4531
stable,28,636,c4,27,1,10584.0000,0,0,0.0312
stable,28,637,c0,1,1,138.0000,0,0,0.0625
stable,28,637,c1,7,1,1561.0000,0,0,542.5469
stable,28,637,c2,14,0,4103.0000,2,6,266.0781
stable,28,637,c3,21,0,7339.0000,1,3,7.0625
stable,28,637,c4,27,1,10584.0000,0,0,0.0312
stable,28,638,c0,1,0,132.0000,2,10,0.0938
stable,28,638,c1,7,0,1521.5000,2,8,419.5312
stable,28,638,c2,14,1,4090.0000,0,0,378.9062
stable,28,638,c3,21,1,7378.0000,0,0,0.3906
stable,28,638,c4,27,1,10584.0000,0,0,0.0469
stable,28,639,c0,1,1,152.0000,0,0,0.0938
stable,28,639,c1,7,1,1602.0000,0,0,439.0312
stable,28,639,c2,14,1,4166.0000,0,0,270.1562
stable,28,639,c3,21,1,7481.0000,0,0,0.2500
stable,28,639,c4,27,1,10584.0000,0,0,0.0312
stable,28,640,c0,1,1,128.0000,0,0,0.0781
stable,28,640,c1,7,1,1525.0000,0,0,233.7812
stable,28,640,c2,14,1,3996.0000,0,0,366.0000
stable,28,640,c3,21,1,7261.0000,0,0,0.2188
stable,28,640,c4,27,1,10584.0000,0,0,0.0469
stable,28,641,c0,1,1,127.0000,0,0,0.0625
stable,28,641,c1,7,1,1435.0000,0,0,0.6250
stable,28,641,c2,14,0,4035.5000,2,8,238.0781
stable,28,641,c3,21,0,7251.5000,1,3,11.0938
stable,28,641,c4,27,1,10584.0000,0,0,0.0469
stable,28,642,c0,1,0,152.5000,2,8,0.0781
stable,28,642,c1,7,1,1549.0000,0,0,337.1406
stable,28,642,c2,14,1,4015.0000,0,0,262.5625
stable,28,642,c3,21,1,7316.0000,0,0,0.3750
stable,28,642,c4,27,1,10584.0000,0,0,0.0312
stable,28,643,c0,1,0,153.0000,2,12,0.1406
stable,28,643,c1,7,1,1617.0000,0,0,140.0156
stable,28,643,c2,14,1,4077.0000,0,0,105.8438
stable,28,643,c3,21,1,7250.0000,0,0,0.3125
stable,28,643,c4,27,1,10584.0000,0,0,0.0469
