n,seed,c_setting,c,solvable,cost,odd,oddagents,time
stable,12,450,c3,9,1,608.0000,0,0,0.02
stable,12,450,c4,11,1,792.0000,0,0,0.02
stable,12,451,c0,1,1,40.0000,0,0,0.02
stable,12,451,c1,3,1,150.0000,0,0,0.03
stable,12,451,c2,6,1,343.0000,0,0,0.03
stable,12,451,c3,9,1,601.0000,0,0,0.02
stable,12,451,c4,11,1,792.0000,0,0,0.02
stable,12,452,c0,1,1,32.0000,0,0,0.02
stable,12,452,c1,3,1,133.0000,0,0,0.02
stable,12,452,c2,6,1,332.0000,0,0,0.05
stable,12,452,c3,9,1,605.0000,0,0,0.02
stable,12,452,c4,11,1,792.0000,0,0,0.02
stable,12,453,c0,1,1,40.0000,0,0,0.02
stable,12,453,c1,3,1,146.0000,0,0,0.02
stable,12,453,c2,6,1,352.0000,0,0,0.03
stable,12,453,c3,9,1,586.5000,0,0,0.02
stable,12,453,c4,11,1,792.0000,0,0,0.02
stable,12,454,c0,1,1,48.0000,0,0,0.02
stable,12,454,c1,3,1,152.0000,0,0,0.06
stable,12,454,c2,6,0,344.5000,1,3,0.03
stable,12,454,c3,9,1,589.0000,0,0,0.02
stable,12,454,c4,11,1,792.0000,0,0,0.00
stable,12,455,c0,1,1,37.0000,0,0,0.02
stable,12,455,c1,3,1,140.0000,0,0,0.09
stable,12,455,c2,6,1,340.0000,0,0,0.02
stable,12,455,c3,9,1,594.0000,0,0,0.02
stable,12,455,c4,11,1,792.0000,0,0,0.02
stable,12,456,c0,1,1,46.0000,0,0,0.00
stable,12,456,c1,3,1,150.0000,0,0,0.08
stable,12,456,c2,6,0,346.0000,1,3,0.03
stable,12,456,c3,9,1,603.0000,0,0,0.02
stable,12,456,c4,11,1,792.0000,0,0,0.02
stable,12,457,c0,1,1,36.5000,0,0,0.02
stable,12,457,c1,3,1,117.0000,0,0,0.05
stable,12,457,c2,6,1,314.0000,0,0,0.02
stable,12,457,c3,9,1,556.0000,0,0,0.03
stable,12,457,c4,11,1,792.0000,0,0,0.02
stable,12,458,c0,1,1,39.0000,0,0,0.02
stable,12,458,c1,3,1,133.0000,0,0,0.02
stable,12,458,c2,6,1,356.0000,0,0,0.03
stable,12,458,c3,9,1,604.0000,0,0,0.02
stable,12,458,c4,11,1,792.0000,0,0,0.00
stable,12,459,c0,1,1,28.0000,0,0,0.00
stable,12,459,c1,3,1,123.0000,0,0,0.02
stable,12,459,c2,6,1,307.0000,0,0,0.02
stable,12,459,c3,9,1,568.0000,0,0,0.03
stable,12,459,c4,11,1,792.0000,0,0,0.03
stable,12,460,c0,1,1,45.0000,0,0,0.02
stable,12,460,c1,3,1,123.0000,0,0,0.09
stable,12,460,c2,6,0,323.0000,1,3,0.08
stable,12,460,c3,9,1,584.0000,0,0,0.02
stable,12,460,c4,11,1,792.0000,0,0,0.02
stable,12,461,c0,1,1,39.0000,0,0,0.02
stable,12,461,c1,3,1,131.0000,0,0,0.05
stable,12,461,c2,6,1,339.0000,0,0,0.03
stable,12,461,c3,9,1,563.0000,0,0,0.00
stable,12,461,c4,11,1,792.0000,0,0,0.03
stable,12,462,c0,1,1,41.0000,0,0,0.02
stable,12,462,c1,3,1,133.0000,0,0,0.03
stable,12,462,c2,6,1,318.0000,0,0,0.02
stable,12,462,c3,9,1,566.0000,0,0,0.00
stable,12,462,c4,11,1,792.0000,0,0,0.02
stable,12,463,c0,1,1,42.0000,0,0,0.02
stable,12,463,c1,3,1,113.0000,0,0,0.03
stable,12,463,c2,6,1,334.0000,0,0,0.02
stable,12,463,c3,9,1,587.0000,0,0,0.02
stable,12,463,c4,11,1,792.0000,0,0,0.02
stable,12,464,c0,1,1,37.0000,0,0,0.02
stable,12,464,c1,3,1,131.0000,0,0,0.03
stable,12,464,c2,6,1,330.0000,0,0,0.05
stable,12,464,c3,9,1,583.0000,0,0,0.00
stable,12,464,c4,11,1,792.0000,0,0,0.02
stable,12,465,c0,1,1,35.0000,0,0,0.02
stable,12,465,c1,3,1,135.0000,0,0,0.08
stable,12,465,c2,6,1,353.0000,0,0,0.03
stable,12,465,c3,9,1,595.0000,0,0,0.02
stable,12,465,c4,11,1,792.0000,0,0,0.02
stable,12,466,c0,1,0,32.5000,1,5,0.03
stable,12,466,c1,3,0,134.5000,1,3,0.09
stable,12,466,c2,6,0,337.5000,1,3,0.02
stable,12,466,c3,9,1,570.0000,0,0,0.02
stable,12,466,c4,11,1,792.0000,0,0,0.02
stable,12,467,c0,1,1,41.0000,0,0,0.02
stable,12,467,c1,3,1,136.0000,0,0,0.09
stable,12,467,c2,6,0,331.5000,1,5,0.02
stable,12,467,c3,9,1,594.0000,0,0,0.02
stable,12,467,c4,11,1,792.0000,0,0,0.02
stable,12,468,c0,1,1,43.0000,0,0,0.02
stable,12,468,c1,3,0,136.0000,2,6,0.03
stable,12,468,c2,6,1,331.0000,0,0,0.02
stable,12,468,c3,9,1,569.0000,0,0,0.03
stable,12,468,c4,11,1,792.0000,0,0,0.02
stable,12,469,c0,1,1,39.0000,0,0,0.02
stable,12,469,c1,3,1,134.0000,0,0,0.03
stable,12,469,c2,6,1,352.0000,0,0,0.03
stable,12,469,c3,9,1,598.0000,0,0,0.02
stable,12,469,c4,11,1,792.0000,0,0,0.00
stable,12,470,c0,1,1,31.0000,0,0,0.00
stable,12,470,c1,3,1,134.0000,0,0,0.03
stable,12,470,c2,6,1,333.0000,0,0,0.06
stable,12,470,c3,9,1,592.0000,0,0,0.02
stable,12,470,c4,11,1,792.0000,0,0,0.02
stable,12,471,c0,1,1,44.0000,0,0,0.03
stable,12,471,c1,3,0,136.0000,1,3,0.12
stable,12,471,c2,6,1,342.0000,0,0,0.02
stable,12,471,c3,9,0,572.0000,1,5,0.02
stable,12,471,c4,11,1,792.0000,0,0,0.00
stable,12,472,c0,1,0,42.0000,2,6,0.02
stable,12,472,c1,3,1,141.0000,0,0,0.03
stable,12,472,c2,6,0,326.5000,1,3,0.02
stable,12,472,c3,9,1,582.0000,0,0,0.03
stable,12,472,c4,11,1,792.0000,0,0,0.02
stable,12,473,c0,1,1,43.0000,0,0,0.02
stable,12,473,c1,3,0,134.5000,1,3,0.03
stable,12,473,c2,6,1,352.0000,0,0,0.03
stable,12,473,c3,9,1,591.0000,0,0,0.00
stable,12,473,c4,11,1,792.0000,0,0,0.03
stable,12,474,c0,1,1,42.0000,0,0,0.02
stable,12,474,c1,3,1,130.0000,0,0,0.03
stable,12,474,c2,6,1,325.0000,0,0,0.02
stable,12,474,c3,9,1,590.0000,0,0,0.02
stable,12,474,c4,11,1,792.0000,0,0,0.02
stable,12,475,c0,1,1,39.0000,0,0,0.02
stable,12,475,c1,3,1,138.0000,0,0,0.05
stable,12,475,c2,6,1,352.0000,0,0,0.02
stable,12,475,c3,9,1,596.0000,0,0,0.03
stable,12,475,c4,11,1,792.0000,0,0,0.02
stable,12,476,c0,1,1,37.0000,0,0,0.02
stable,12,476,c1,3,1,117.0000,0,0,0.02
stable,12,476,c2,6,1,308.0000,0,0,0.02
stable,12,476,c3,9,1,563.0000,0,0,0.02
stable,12,476,c4,11,1,792.0000,0,0,0.00
stable,12,477,c0,1,0,34.5000,2,6,0.00
stable,12,477,c1,3,0,132.0000,2,8,0.39
stable,12,477,c2,6,1,334.0000,0,0,0.03
stable,12,477,c3,9,1,579.0000,0,0,0.02
stable,12,477,c4,11,1,792.0000,0,0,0.00
stable,12,478,c0,1,1,43.0000,0,0,0.02
stable,12,478,c1,3,1,124.0000,0,0,0.11
stable,12,478,c2,6,0,335.0000,1,5,0.03
stable,12,478,c3,9,1,590.0000,0,0,0.02
stable,12,478,c4,11,1,792.0000,0,0,0.02
stable,12,479,c0,1,0,32.0000,1,5,0.02
stable,12,479,c1,3,0,134.0000,1,3,0.03
stable,12,479,c2,6,0,334.5000,1,3,0.02
stable,12,479,c3,9,1,599.0000,0,0,0.02
stable,12,479,c4,11,1,792.0000,0,0,0.02
stable,12,480,c0,1,1,42.0000,0,0,0.02
stable,12,480,c1,3,1,138.0000,0,0,0.02
stable,12,480,c2,6,1,323.0000,0,0,0.02
stable,12,480,c3,9,1,579.0000,0,0,0.02
stable,12,480,c4,11,1,792.0000,0,0,0.02
stable,12,481,c0,1,1,35.0000,0,0,0.02
stable,12,481,c1,3,0,152.0000,2,6,0.12
stable,12,481,c2,6,1,332.0000,0,0,0.05
stable,12,481,c3,9,1,608.0000,0,0,0.02
stable,12,481,c4,11,1,792.0000,0,0,0.02
stable,12,482,c0,1,1,32.0000,0,0,0.02
stable,12,482,c1,3,1,130.0000,0,0,0.02
stable,12,482,c2,6,1,338.0000,0,0,0.02
stable,12,482,c3,9,1,588.0000,0,0,0.00
stable,12,482,c4,11,1,792.0000,0,0,0.02
stable,12,483,c0,1,1,43.0000,0,0,0.02
stable,12,483,c1,3,1,152.0000,0,0,0.05
stable,12,483,c2,6,1,344.0000,0,0,0.03
stable,12,483,c3,9,1,611.0000,0,0,0.03
stable,12,483,c4,11,1,792.0000,0,0,0.02
stable,12,484,c0,1,1,27.0000,0,0,0.02
stable,12,484,c1,3,1,136.0000,0,0,0.08
stable,12,484,c2,6,1,340.0000,0,0,0.03
stable,12,484,c3,9,0,583.5000,1,3,0.02
stable,12,484,c4,11,1,792.0000,0,0,0.02
stable,12,485,c0,1,1,31.0000,0,0,0.02
stable,12,485,c1,3,1,113.0000,0,0,0.02
stable,12,485,c2,6,1,315.0000,0,0,0.03
stable,12,485,c3,9,1,584.0000,0,0,0.02
stable,12,485,c4,11,1,792.0000,0,0,0.02
stable,12,486,c0,1,1,36.0000,0,0,0.03
stable,12,486,c1,3,1,135.0000,0,0,0.02
stable,12,486,c2,6,1,335.0000,0,0,0.03
stable,12,486,c3,9,1,571.0000,0,0,0.02
stable,12,486,c4,11,1,792.0000,0,0,0.02
stable,12,487,c0,1,1,36.0000,0,0,0.02
stable,12,487,c1,3,1,133.0000,0,0,0.03
stable,12,487,c2,6,1,349.0000,0,0,0.02
stable,12,487,c3,9,0,559.5000,1,3,0.02
stable,12,487,c4,11,1,792.0000,0,0,0.02
stable,12,488,c0,1,1,38.0000,0,0,0.02
stable,12,488,c1,3,0,125.0000,1,3,0.05
stable,12,488,c2,6,1,326.0000,0,0,0.06
stable,12,488,c3,9,1,557.0000,0,0,0.02
stable,12,488,c4,11,1,792.0000,0,0,0.02
stable,12,489,c0,1,0,35.5000,1,5,0.02
stable,12,489,c1,3,1,130.0000,0,0,0.03
stable,12,489,c2,6,1,314.0000,0,0,0.03
stable,12,489,c3,9,1,580.0000,0,0,0.02
stable,12,489,c4,11,1,792.0000,0,0,0.02
stable,12,490,c0,1,1,38.0000,0,0,0.02
stable,12,490,c1,3,1,131.0000,0,0,0.02
stable,12,490,c2,6,1,330.0000,0,0,0.03
stable,12,490,c3,9,1,577.0000,0,0,0.02
stable,12,490,c4,11,1,792.0000,0,0,0.00
stable,12,491,c0,1,1,28.0000,0,0,0.03
stable,12,491,c1,3,1,133.0000,0,0,0.02
stable,12,491,c2,6,1,309.0000,0,0,0.03
stable,12,491,c3,9,1,576.0000,0,0,0.02
stable,12,491,c4,11,1,792.0000,0,0,0.00
stable,12,492,c0,1,1,45.0000,0,0,0.02
stable,12,492,c1,3,0,138.5000,1,3,0.09
stable,12,492,c2,6,1,361.0000,0,0,0.02
stable,12,492,c3,9,1,581.0000,0,0,0.02
stable,12,492,c4,11,1,792.0000,0,0,0.02
stable,12,493,c0,1,0,26.0000,1,5,0.00
stable,12,493,c1,3,1,118.0000,0,0,0.02
stable,12,493,c2,6,1,317.0000,0,0,0.00
stable,12,493,c3,9,1,567.0000,0,0,0.02
stable,12,493,c4,11,1,792.0000,0,0,0.02
stable,12,494,c0,1,0,30.0000,1,5,0.02
stable,12,494,c1,3,1,132.0000,0,0,0.02
stable,12,494,c2,6,1,351.0000,0,0,0.03
stable,12,494,c3,9,1,579.0000,0,0,0.02
stable,12,494,c4,11,1,792.0000,0,0,0.02
stable,12,495,c0,1,1,37.5000,0,0,0.02
stable,12,495,c1,3,1,119.0000,0,0,0.00
stable,12,495,c2,6,0,302.0000,1,3,0.03
stable,12,495,c3,9,1,576.0000,0,0,0.02
stable,12,495,c4,11,1,792.0000,0,0,0.02
stable,12,496,c0,1,1,40.0000,0,0,0.02
stable,12,496,c1,3,1,131.5000,0,0,0.02
stable,12,496,c2,6,1,341.0000,0,0,0.02
stable,12,496,c3,9,1,593.0000,0,0,0.03
stable,12,496,c4,11,1,792.0000,0,0,0.03
stable,12,497,c0,1,0,25.0000,1,3,0.02
stable,12,497,c1,3,1,120.0000,0,0,0.03
stable,12,497,c2,6,1,314.0000,0,0,0.02
stable,12,497,c3,9,1,570.0000,0,0,0.02
stable,12,497,c4,11,1,792.0000,0,0,0.02
stable,12,498,c0,1,1,41.0000,0,0,0.02
stable,12,498,c1,3,1,139.0000,0,0,0.02
stable,12,498,c2,6,1,340.0000,0,0,0.03
stable,12,498,c3,9,1,581.0000,0,0,0.02
stable,12,498,c4,11,1,792.0000,0,0,0.02
stable,12,499,c0,1,1,40.0000,0,0,0.02
stable,12,499,c1,3,1,140.0000,0,0,0.03
stable,12,499,c2,6,1,332.0000,0,0,0.03
stable,12,499,c3,9,1,574.0000,0,0,0.00
stable,12,499,c4,11,1,792.0000,0,0,0.02
stable,12,500,c0,1,1,36.0000,0,0,0.03
stable,12,500,c1,3,1,142.0000,0,0,0.02
stable,12,500,c2,6,1,339.0000,0,0,0.03
stable,12,500,c3,9,1,608.0000,0,0,0.02
stable,12,500,c4,11,1,792.0000,0,0,0.02
stable,12,501,c0,1,1,37.0000,0,0,0.02
stable,12,501,c1,3,1,134.0000,0,0,0.08
stable,12,501,c2,6,1,348.0000,0,0,0.03
stable,12,501,c3,9,1,589.0000,0,0,0.03
stable,12,501,c4,11,1,792.0000,0,0,0.02
stable,12,502,c0,1,0,28.5000,1,3,0.02
stable,12,502,c1,3,1,138.0000,0,0,0.08
stable,12,502,c2,6,1,350.0000,0,0,0.02
stable,12,502,c3,9,1,553.0000,0,0,0.03
stable,12,502,c4,11,1,792.0000,0,0,0.03
stable,12,503,c0,1,1,41.0000,0,0,0.03
stable,12,503,c1,3,1,142.0000,0,0,0.02
stable,12,503,c2,6,1,341.0000,0,0,0.05
stable,12,503,c3,9,1,606.0000,0,0,0.02
stable,12,503,c4,11,1,792.0000,0,0,0.02
stable,12,504,c0,1,1,38.0000,0,0,0.03
stable,12,504,c1,3,1,122.0000,0,0,0.02
stable,12,504,c2,6,1,314.0000,0,0,0.03
stable,12,504,c3,9,1,568.0000,0,0,0.02
stable,12,504,c4,11,1,792.0000,0,0,0.00
stable,12,505,c0,1,1,32.0000,0,0,0.03
stable,12,505,c1,3,1,124.0000,0,0,0.02
stable,12,505,c2,6,1,332.0000,0,0,0.02
stable,12,505,c3,9,0,585.0000,1,5,0.03
stable,12,505,c4,11,1,792.0000,0,0,0.02
stable,12,506,c0,1,1,46.0000,0,0,0.02
stable,12,506,c1,3,1,147.0000,0,0,0.03
stable,12,506,c2,6,1,342.0000,0,0,0.03
stable,12,506,c3,9,1,591.0000,0,0,0.02
stable,12,506,c4,11,1,792.0000,0,0,0.03
stable,12,507,c0,1,1,37.0000,0,0,0.00
stable,12,507,c1,3,1,134.0000,0,0,0.05
stable,12,507,c2,6,0,331.0000,1,5,0.02
stable,12,507,c3,9,1,584.0000,0,0,0.02
stable,12,507,c4,11,1,792.0000,0,0,0.02
stable,12,508,c0,1,1,34.0000,0,0,0.03
stable,12,508,c1,3,1,135.0000,0,0,0.09
stable,12,508,c2,6,1,349.0000,0,0,0.08
stable,12,508,c3,9,1,587.0000,0,0,0.02
stable,12,508,c4,11,1,792.0000,0,0,0.02
stable,12,509,c0,1,1,39.0000,0,0,0.02
stable,12,509,c1,3,0,131.0000,1,3,0.03
stable,12,509,c2,6,1,333.0000,0,0,0.02
stable,12,509,c3,9,1,577.5000,0,0,0.02
stable,12,509,c4,11,1,792.0000,0,0,0.02
stable,12,510,c0,1,1,37.0000,0,0,0.02
stable,12,510,c1,3,1,131.0000,0,0,0.03
stable,12,510,c2,6,1,333.0000,0,0,0.02
stable,12,510,c3,9,1,592.0000,0,0,0.03
stable,12,510,c4,11,1,792.0000,0,0,0.02
stable,12,511,c0,1,1,42.0000,0,0,0.02
stable,12,511,c1,3,0,139.0000,2,6,0.12
stable,12,511,c2,6,1,350.0000,0,0,0.03
stable,12,511,c3,9,1,591.0000,0,0,0.02
stable,12,511,c4,11,1,792.0000,0,0,0.02
stable,12,512,c0,1,1,45.0000,0,0,0.02
stable,12,512,c1,3,1,134.0000,0,0,0.08
stable,12,512,c2,6,0,336.5000,2,6,0.03
stable,12,512,c3,9,1,596.0000,0,0,0.00
stable,12,512,c4,11,1,792.0000,0,0,0.00
stable,12,513,c0,1,1,44.0000,0,0,0.02
stable,12,513,c1,3,0,153.0000,2,6,0.67
stable,12,513,c2,6,1,358.0000,0,0,0.05
stable,12,513,c3,9,1,596.0000,0,0,0.02
stable,12,513,c4,11,1,792.0000,0,0,0.02
stable,12,514,c0,1,1,31.0000,0,0,0.02
stable,12,514,c1,3,1,144.0000,0,0,0.08
stable,12,514,c2,6,1,348.0000,0,0,0.05
stable,12,514,c3,9,1,593.0000,0,0,0.02
stable,12,514,c4,11,1,792.0000,0,0,0.02
stable,12,515,c0,1,1,34.0000,0,0,0.02
stable,12,515,c1,3,1,122.0000,0,0,0.02
stable,12,515,c2,6,0,312.0000,1,3,0.02
stable,12,515,c3,9,1,567.0000,0,0,0.02
stable,12,515,c4,11,1,792.0000,0,0,0.02
stable,12,516,c0,1,1,31.0000,0,0,0.03
stable,12,516,c1,3,1,133.0000,0,0,0.05
stable,12,516,c2,6,1,312.0000,0,0,0.03
stable,12,516,c3,9,1,553.0000,0,0,0.02
stable,12,516,c4,11,1,792.0000,0,0,0.02
stable,12,517,c0,1,1,44.0000,0,0,0.02
stable,12,517,c1,3,1,142.0000,0,0,0.05
stable,12,517,c2,6,1,346.0000,0,0,0.03
stable,12,517,c3,9,1,599.0000,0,0,0.02
stable,12,517,c4,11,1,792.0000,0,0,0.02
stable,12,518,c0,1,0,36.0000,2,6,0.02
stable,12,518,c1,3,1,133.0000,0,0,0.09
stable,12,518,c2,6,0,335.5000,1,3,0.14
stable,12,518,c3,9,1,615.0000,0,0,0.02
stable,12,518,c4,11,1,792.0000,0,0,0.00
stable,12,519,c0,1,0,40.5000,2,8,0.03
stable,12,519,c1,3,1,128.0000,0,0,0.03
stable,12,519,c2,6,1,348.0000,0,0,0.03
stable,12,519,c3,9,1,593.0000,0,0,0.00
stable,12,519,c4,11,1,792.0000,0,0,0.02
stable,12,520,c0,1,1,40.0000,0,0,0.02
stable,12,520,c1,3,1,133.0000,0,0,0.08
stable,12,520,c2,6,1,355.0000,0,0,0.03
stable,12,520,c3,9,1,589.0000,0,0,0.02
stable,12,520,c4,11,1,792.0000,0,0,0.02
stable,12,521,c0,1,1,48.0000,0,0,0.02
stable,12,521,c1,3,1,128.0000,0,0,0.02
stable,12,521,c2,6,1,342.0000,0,0,0.06
stable,12,521,c3,9,1,607.0000,0,0,0.02
stable,12,521,c4,11,1,792.0000,0,0,0.02
stable,12,522,c0,1,1,41.0000,0,0,0.02
stable,12,522,c1,3,0,131.0000,1,3,0.11
stable,12,522,c2,6,0,328.5000,2,6,0.05
stable,12,522,c3,9,0,555.0000,1,3,0.00
stable,12,522,c4,11,1,792.0000,0,0,0.02
stable,12,523,c0,1,1,39.0000,0,0,0.02
stable,12,523,c1,3,1,126.5000,0,0,0.02
stable,12,523,c2,6,1,341.0000,0,0,0.09
stable,12,523,c3,9,1,599.0000,0,0,0.02
stable,12,523,c4,11,1,792.0000,0,0,0.02
stable,12,524,c0,1,0,36.5000,2,10,0.02
stable,12,524,c1,3,1,130.0000,0,0,0.05
stable,12,524,c2,6,1,332.0000,0,0,0.03
stable,12,524,c3,9,0,583.5000,1,3,0.02
stable,12,524,c4,11,1,792.0000,0,0,0.02
stable,12,525,c0,1,1,44.0000,0,0,0.02
stable,12,525,c1,3,1,138.0000,0,0,0.05
stable,12,525,c2,6,0,351.0000,1,3,0.08
stable,12,525,c3,9,1,592.0000,0,0,0.03
stable,12,525,c4,11,1,792.0000,0,0,0.02
stable,12,526,c0,1,1,43.0000,0,0,0.02
stable,12,526,c1,3,1,149.0000,0,0,0.06
stable,12,526,c2,6,1,354.0000,0,0,0.06
stable,12,526,c3,9,0,596.0000,1,5,0.02
stable,12,526,c4,11,1,792.0000,0,0,0.02
stable,12,527,c0,1,1,34.0000,0,0,0.02
stable,12,527,c1,3,1,121.0000,0,0,0.03
stable,12,527,c2,6,0,327.5000,1,3,0.05
stable,12,527,c3,9,1,596.0000,0,0,0.02
stable,12,527,c4,11,1,792.0000,0,0,0.02
stable,12,528,c0,1,1,43.0000,0,0,0.02
stable,12,528,c1,3,1,148.0000,0,0,0.05
stable,12,528,c2,6,1,351.0000,0,0,0.03
stable,12,528,c3,9,1,606.0000,0,0,0.00
stable,12,528,c4,11,1,792.0000,0,0,0.00
stable,12,529,c0,1,1,34.5000,0,0,0.02
stable,12,529,c1,3,1,135.0000,0,0,0.03
stable,12,529,c2,6,1,316.0000,0,0,0.03
stable,12,529,c3,9,1,564.0000,0,0,0.02
stable,12,529,c4,11,1,792.0000,0,0,0.02
stable,12,530,c0,1,1,39.0000,0,0,0.02
stable,12,530,c1,3,1,143.0000,0,0,0.03
stable,12,530,c2,6,0,335.5000,1,3,0.27
stable,12,530,c3,9,1,591.0000,0,0,0.00
stable,12,530,c4,11,1,792.0000,0,0,0.02
stable,12,531,c0,1,1,35.0000,0,0,0.02
stable,12,531,c1,3,1,133.0000,0,0,0.06
stable,12,531,c2,6,1,344.0000,0,0,0.03
stable,12,531,c3,9,0,578.0000,1,3,0.03
stable,12,531,c4,11,1,792.0000,0,0,0.02
stable,12,532,c0,1,1,41.0000,0,0,0.02
stable,12,532,c1,3,1,143.0000,0,0,0.03
stable,12,532,c2,6,0,345.0000,1,3,0.12
stable,12,532,c3,9,0,600.5000,1,5,0.02
stable,12,532,c4,11,1,792.0000,0,0,0.02
stable,12,533,c0,1,1,46.0000,0,0,0.02
stable,12,533,c1,3,0,143.0000,2,6,0.02
stable,12,533,c2,6,1,353.0000,0,0,0.02
stable,12,533,c3,9,1,571.0000,0,0,0.02
stable,12,533,c4,11,1,792.0000,0,0,0.02
stable,12,534,c0,1,1,27.5000,0,0,0.02
stable,12,534,c1,3,0,125.5000,1,3,0.12
stable,12,534,c2,6,0,323.0000,1,3,0.02
stable,12,534,c3,9,1,587.0000,0,0,0.02
stable,12,534,c4,11,1,792.0000,0,0,0.02
stable,12,535,c0,1,1,33.0000,0,0,0.00
stable,12,535,c1,3,1,123.0000,0,0,0.02
stable,12,535,c2,6,1,330.0000,0,0,0.00
stable,12,535,c3,9,1,599.0000,0,0,0.02
stable,12,535,c4,11,1,792.0000,0,0,0.02
stable,12,536,c0,1,1,32.0000,0,0,0.00
stable,12,536,c1,3,0,135.0000,2,6,0.28
stable,12,536,c2,6,1,331.0000,0,0,0.03
stable,12,536,c3,9,1,577.0000,0,0,0.02
stable,12,536,c4,11,1,792.0000,0,0,0.02
stable,12,537,c0,1,1,28.0000,0,0,0.02
stable,12,537,c1,3,0,121.5000,1,5,0.28
stable,12,537,c2,6,1,326.0000,0,0,0.03
stable,12,537,c3,9,1,604.0000,0,0,0.02
stable,12,537,c4,11,1,792.0000,0,0,0.02
stable,12,538,c0,1,1,30.0000,0,0,0.02
stable,12,538,c1,3,1,123.0000,0,0,0.06
stable,12,538,c2,6,0,323.0000,2,6,0.02
stable,12,538,c3,9,1,564.0000,0,0,0.02
stable,12,538,c4,11,1,792.0000,0,0,0.02
stable,12,539,c0,1,1,45.0000,0,0,0.03
stable,12,539,c1,3,1,148.0000,0,0,0.03
stable,12,539,c2,6,1,353.0000,0,0,0.02
stable,12,539,c3,9,0,602.0000,1,3,0.02
stable,12,539,c4,11,1,792.0000,0,0,0.02
stable,12,540,c0,1,1,34.0000,0,0,0.02
stable,12,540,c1,3,1,132.0000,0,0,0.06
stable,12,540,c2,6,1,320.0000,0,0,0.02
stable,12,540,c3,9,1,593.0000,0,0,0.02
stable,12,540,c4,11,1,792.0000,0,0,0.02
stable,12,541,c0,1,1,40.5000,0,0,0.00
stable,12,541,c1,3,1,136.0000,0,0,0.03
stable,12,541,c2,6,1,351.0000,0,0,0.03
stable,12,541,c3,9,1,578.0000,0,0,0.02
stable,12,541,c4,11,1,792.0000,0,0,0.03
stable,12,542,c0,1,1,31.0000,0,0,0.02
stable,12,542,c1,3,1,140.0000,0,0,0.03
stable,12,542,c2,6,1,359.0000,0,0,0.02
stable,12,542,c3,9,1,605.0000,0,0,0.02
stable,12,542,c4,11,1,792.0000,0,0,0.00
stable,12,543,c0,1,0,30.0000,1,3,0.02
stable,12,543,c1,3,1,126.0000,0,0,0.03
stable,12,543,c2,6,1,317.0000,0,0,0.08
stable,12,543,c3,9,1,585.0000,0,0,0.02
stable,12,543,c4,11,1,792.0000,0,0,0.02
stable,12,544,c0,1,1,42.0000,0,0,0.03
stable,12,544,c1,3,1,136.0000,0,0,0.03
stable,12,544,c2,6,1,346.0000,0,0,0.02
stable,12,544,c3,9,1,599.0000,0,0,0.02
stable,12,544,c4,11,1,792.0000,0,0,0.02
stable,12,545,c0,1,1,36.0000,0,0,0.02
stable,12,545,c1,3,1,156.0000,0,0,0.03
stable,12,545,c2,6,1,347.0000,0,0,0.03
stable,12,545,c3,9,1,582.0000,0,0,0.00
stable,12,545,c4,11,1,792.0000,0,0,0.02
stable,12,546,c0,1,1,47.0000,0,0,0.02
stable,12,546,c1,3,1,150.0000,0,0,0.27
stable,12,546,c2,6,1,358.0000,0,0,0.03
stable,12,546,c3,9,1,591.0000,0,0,0.02
stable,12,546,c4,11,1,792.0000,0,0,0.02
stable,12,547,c0,1,1,40.0000,0,0,0.03
stable,12,547,c1,3,1,148.0000,0,0,0.03
stable,12,547,c2,6,1,374.0000,0,0,0.02
stable,12,547,c3,9,1,605.0000,0,0,0.02
stable,12,547,c4,11,1,792.0000,0,0,0.02
stable,12,548,c0,1,1,35.0000,0,0,0.02
stable,12,548,c1,3,0,129.0000,1,3,0.16
stable,12,548,c2,6,1,340.0000,0,0,0.02
stable,12,548,c3,9,0,583.0000,1,3,0.02
stable,12,548,c4,11,1,792.0000,0,0,0.02
stable,12,549,c0,1,0,31.0000,1,5,0.00
stable,12,549,c1,3,1,134.0000,0,0,0.03
stable,12,549,c2,6,1,342.0000,0,0,0.03
stable,12,549,c3,9,1,592.0000,0,0,0.02
stable,12,549,c4,11,1,792.0000,0,0,0.00
stable,12,550,c0,1,1,40.0000,0,0,0.02
stable,12,550,c1,3,1,142.0000,0,0,0.05
stable,12,550,c2,6,0,333.0000,1,3,0.03
stable,12,550,c3,9,1,583.0000,0,0,0.02
stable,12,550,c4,11,1,792.0000,0,0,0.03
stable,12,551,c0,1,1,30.0000,0,0,0.03
stable,12,551,c1,3,1,129.0000,0,0,0.06
stable,12,551,c2,6,0,346.0000,1,3,0.52
stable,12,551,c3,9,1,599.0000,0,0,0.02
stable,12,551,c4,11,1,792.0000,0,0,0.02
stable,12,552,c0,1,1,38.0000,0,0,0.02
stable,12,552,c1,3,1,109.0000,0,0,0.02
stable,12,552,c2,6,1,309.0000,0,0,0.03
stable,12,552,c3,9,1,581.0000,0,0,0.02
stable,12,552,c4,11,1,792.0000,0,0,0.02
stable,12,553,c0,1,1,37.0000,0,0,0.02
stable,12,553,c1,3,0,124.0000,1,3,0.05
stable,12,553,c2,6,1,340.0000,0,0,0.02
stable,12,553,c3,9,1,591.0000,0,0,0.02
stable,12,553,c4,11,1,792.0000,0,0,0.02
